Source,Primary ID,Title,Alternative title,Contributor,Abstract,Date,Genre,Topical subject,Name subject,Geographic subject,Title subject,Temporal subject,Language,Type of resource,Place of publication,Publisher,Form,Extent,Notes,Link,Image
LoC,93838362/,Woman suffrage: views of the minority,,"United States Congress. House.|Taylor, Ezra B. (Ezra Booth) 1823-1912|Hepburn, (William Peters) Mr 1833-1916|Caswell, Lucien B. (Lucien Bonaparte) 1827-1919|Ranney, A. A. (Ambrose Arnold) 1821-1899|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",,1886?],government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office,print,3 p. ; 23 cm.,"general: Caption title.|general: Signed: E.B. Taylor, W.P. Hepburn, L.B. Caswell, with concurrence: A.A. Ranney.--p. 3.|general: LC copy is [no. 7] in a vol. with binder's title: Senator Sumner's 1869 and reports and hearings to 1902. Binding: inscribed by Susan B. Anthony. From the library of Anna H. Shaw. NAWSA bookplate.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838362/,http://cdn.loc.gov/service/rbc/rbnawsa/n8362/001.gif
LoC,93838351/,"Mr. Blair, from the Committee on Woman Suffrage, submitted the following report to accompany S. Res. 1",,"United States Congress. Senate. Committee on Woman Suffrage.|Blair, Henry W. (Henry William) 1834-1920|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",,1890,government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office],print,4 p. ; 23 cm.,"general: Caption title.|general: At head of title: ""In the Senate of the United States, August 12, 1890...""|general: Signed at end: Henry W. Blair, for the majority of the committee.|general: LC copy is [no. 9] in a vol. with binder's title: Senator Sumner's 1869 and reports and hearings to 1902. Binding: inscribed by Susan B. Anthony. From the library of Anna H. Shaw. NAWSA bookplate.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838351/,http://cdn.loc.gov/service/rbc/rbnawsa/n8351/001.gif
LoC,93838346/,Bible and church degrade woman,,"Stanton, Elizabeth Cady 1815-1902|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","In 1895, Elizabeth Cady Stanton published the first edition of ""The Woman's Bible,"" an attempt to amplify, explain, and redefine scriptural references pertaining to women in the basis that these were often used as a rationale to deny women particular rights and privileges. The work was undertaken by a committee and involved searching the both Old and New Testaments for references to women, cutting them out, and then pasting them on blank pages in a book. Then commentaries were added beneath the quotations. In 1898, ""The Woman's Bible"" was reprinted, including the addition of a 20-page pamphlet entitled, ""Bible and church degrade woman,"" which contained three essays by Stanton that further explained her position on women in religion. This is one of those essays.",[1898?]|1898,,Women's rights|Religious aspects|Women in the Bible,,,,,,text,"ilu|Chicago, Ill","H.L. Green, Publisher",print,20 p. : 1 port. ; 22 cm.,"statement of responsibility: by Elizabeth Cady Stanton.|general: LC copy inscribed by author. Bookplate: library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC|general: With: The Woman's Bible. New York : European Publishing Co., 1898. Bound together subsequent to publication. DLC",https://www.loc.gov/item/93838346/,http://cdn.loc.gov/service/rbc/rbnawsa/n8346/001.gif
LoC,93838344/,Shall women have the right to vote?,,"Phillips, Wendell 1811-1884|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","Wendell Phillips was an abolitionist and an early advocate of woman suffrage. This pamphlet is a 1910 reprint of an early speech on this topic with a brief foreword by ""S.Y.S.""",1910,,Women|Suffrage|Women's rights,,United States|United States,,,,text,pau|Philadelphia],Republished by The Equal Franchise Society of Pennsylvania,print,28 p. ; 22 cm.,"statement of responsibility: address by Wendell Phillips at Worcester, Mass, 1851.|general: LC copy has bookplate: library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838344/,http://cdn.loc.gov/service/rbc/rbnawsa/n8344/001.gif
LoC,93838333/,"The constitutional rights of the women of the United States: an address before the International Council of Women, Washington, D.C., March 30, 1888",,"Hooker, Isabella Beecher 1822-1907|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",This speech focuses on the argument that nothing in the Constitution specifically denies women the right to vote and advocates that women exercise that right whenever possible. A portion of the talk is devoted to Susan B. Anthony's arrest and trial for attempting to vote in the state of New York.,1900,,"Trials, litigation, etc|Women|Suffrage","Anthony, Susan B. (Susan Brownell) 1820-1906",United States,,,,text,"ctu|Hartford, Conn.]","Hartford Press|The Case, Lockwood & Brainard Company",print,37 p. ; 24 cm.,"statement of responsibility: by Isabella Beecher Hooker.|general: Cover title.|general: LC copy has bookplate: library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838333/,http://cdn.loc.gov/service/rbc/rbnawsa/n8333/001.gif
LoC,93838358/,Solitude of self,,"Stanton, Elizabeth Cady 1815-1902|Catt, Carrie Chapman 1859-1947|United States Congress House. Committee of the Judiciary. (52nd, 1st session : 1891-1892).|National American Woman Suffrage Association Collection (Library of Congress)",Stanton's classic argument for why women need to be enfranchised by a Sixteenth Amendment.,1915]|1915,government publication,"Women's rights|Women|Legal status, laws, etc",,United States|United States,,,,text,dcu|Washington,Government Printing Office.,print,8 p. : 1 port. ; 23 cm.,"statement of responsibility: address delivered by Mrs. Stanton before the Committee of the Judiciary of the United States Congress, Monday, January 18, 1892.|general: ""Reprinted from the Congressional record and presented as a birthday centennial gift.""|general: LC copy has bookplate: library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838358/,http://cdn.loc.gov/service/rbc/rbnawsa/n8358/001.gif
LoC,93838363/,"The Ohio convention reporter, Vol. 1, no. 2, February 1870",,"Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","This publication proposes to cover all of the major conventions taking place in Ohio. In the March, 1870, issue, it published the proceedings of the Ohio Woman Suffrage Convention. Lucy Stone was a keynote speaker.",1870,,Women|Suffrage,"Ohio Woman Suffrage Convention (1870 : Columbus, Ohio)",Ohio|Ohio,,,,text,"ohu|Columbus, Ohio",Published by J.G. Adel & Co.,print,p. 98-136 ; 24 cm,"general: Cover title.|general: LC copy has bookplate : library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838363/,http://cdn.loc.gov/service/rbc/rbnawsa/n8363/001.gif
LoC,93838335/,"Legislative wrongs to labor and how to right them: address delivered before the committees of the Constitutional Convention of Pennsylvania, in Constitutional Hall, January 31, 1873","Address delivered before the committees of the Constitutional Convention of Pennsylvania, in Constitutional Hall, January 31, 1873","Kilgore, Damon Y. (Damon Young) 1827-1888|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)",The message of this pamphlet is that all women in Pennsylvania must be enfranchised under the new state constitution to keep business interests--in this specific case the railroads and the coal mines--from running roughshod over the rights of the working class.,1873,,Women|Suffrage|Corporations|Taxation|Law and legislation,,Pennsylvania|Pennsylvania,,,,text,pau|Philadelphia,Co-operative Printing Co.,print,16 p. ; 24 cm.,"statement of responsibility: by Damon Y. Kilgore, chairman, Committee on Legislation, in section, of the International Workingmen's Association, of the North American Confederation.|general: LC copy has bookplate: library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838335/,http://cdn.loc.gov/service/rbc/rbnawsa/n8335/001.gif
LoC,93838361/,Front door lobby,,"Park, Maud Wood 1871-1955|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)",This is an original manuscript of Park's account of her work on the NAWSA Congressional Committee.,[S.l|192-]|1920 - 1929,,Women|Suffrage|Lobbying,National American Woman Suffrage Association. Congressional Committee.,United States|Washington (D.C.),,,,text,xxu,s.n.,print,"x, 308 leaves ; 29 cm.","statement of responsibility: by Maud Wood Park.|general: Typescript.|general: LC copy has bookplate: Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838361/,http://cdn.loc.gov/service/rbc/rbnawsa/n8361/001.gif
LoC,93838341/,"Report of the Sixteenth Annual Washington Convention, March 4th, 5th, 6th, and 7th, 1884: with reports of the Forty-eighth Congress",,"National Woman Suffrage Association (U.S.) Washington Convention (16th : 1884)|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)","This pamphlet includes reports on progress toward suffrage in individual states and territories, as well as a speech by May Wright Sewall, ""The Forgotten Woman."" Also included is a report on the 48th Congress, which considered a proposal for a 16th Amendment to the Constitution enfranchising women.",1884,conference publication,Women|Suffrage,United States. 16th Amendment.,United States,"Constitution, 16th Amendment",,,text,"nyu|Rochester, N.Y",Charles Mann,print,"151, 70 p. ; 23 cm.","statement of responsibility: edited by Elizabeth Cady Stanton and Susan B. Anthony.|general: Cover title.|general: LC copy has bookplate: library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838341/,http://cdn.loc.gov/service/rbc/rbnawsa/n8341/001.gif
LoC,93838366/,Women in the New York municipal campaign of 1901,,"Villard, Oswald Garrison 1872-1949|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Convention (34th : 1902 : First Presbyterian Church, Washington, D.C.)|National American Woman Suffrage Association Collection (Library of Congress)","Reprint of a speech delivered by Villard at the National Suffrage Convention in Washington, D.C., 14 February 1902. It provides an excellent overview of the New York State campaign in its later stages.",[1902]|1902,,Women|Suffrage,"Woman's Municipal League (New York, N.Y.)",New York (State)|New York,,,,text,"mau|Boston, Mass","John Youngjohn, Printer",print,12 p. ; 21 cm.,"statement of responsibility: delivered by Mr. Oswald Garrison Villard at the National Suffrage Convention, held at Washington, D.C., Feb. 14, 1902.|general: Cover title.|general: LC copy has bookplate: library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838366/,http://cdn.loc.gov/service/rbc/rbnawsa/n8366/001.gif
LoC,93838352/,"Address before the Second Biennial Convention of the World's Woman's Christian Temperance Union, and the Twentieth Annual Convention of the National Women's Christian Temperance Union",,"Willard, Frances E. (Frances Elizabeth) 1839-1898|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)",Reprint of a speech delivered at the Art Institute building at the World Columbian Exposition in 1893. Willard was president of both of these organizations. The speech touches on a number of issues concerning women and provides an excellent overview of the relationship between the WCTU and the women's rights campaign.,1893]|1893,,Temperance,World's Woman's Christian Temperance Union.|Woman's Christian Temperance Union.,,,,,text,enk|London,White Ribbon Publishing Co.,print,"96, ii p. ; 22 cm.","statement of responsibility: by their president, Frances E. Willard.|general: Cover title.|general: ""World's Columbian Exposition, Chicago, Illinois, U.S.A., Art Institute Building, October 16th to 21st, 1893""--Cover.|general: Includes index.|general: LC copy has bookplate: library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838352/,http://cdn.loc.gov/service/rbc/rbnawsa/n8352/001.gif
LoC,93838397/,Anna Howard Shaw: a memorial,In memory of Anna Howard Shaw,"National American Woman Suffrage Association|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)",Shaw was president of NAWSA from 1904-1915. This pamphlet contains several eulogies by unidentified authors.,1919]|1919,biography,Suffragists,"Shaw, Anna Howard 1847-1919",United States,,,,text,nyu|New York,"National Women Suffrage Publishing Co., Inc.",print,"26 p. : ill., 1 port. ; 24 cm.","statement of responsibility: prepared by a committee appointed from the Board of Directors of the National American Woman Suffrage Association.|general: LC copy has bookplate: library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838397/,http://cdn.loc.gov/service/rbc/rbnawsa/n0597/001.gif
LoC,93838331/,"Mary S. Gibson, pioneer: memorial, Los Angeles, California, 1930 ; presented by ""The Friday Morning Club"" to Mrs. Gibson's friends and co-workers, in grateful appreciation",,"Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","Mary Simons Gibson was a California teacher, activist, and fund-raiser who supported a large variety of causes. Among these were suffrage for California women, better educational opportunities for women, care of orphaned children, and world peace. This memorial service included eulogies covering various aspects of her life and work",1930,biography,,"Gibson, Mary S. (Mary Simons) 1855-1930",,,,,text,"cau|Los Angeles, Calif",Friday Morning Club,print,45 p. : 1 port. ; 18 cm.,"general: LC copy has bookplate: library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838331/,http://cdn.loc.gov/service/rbc/rbnawsa/n8331/001.gif
LoC,93838337/,"Helen Hamilton Gardener (Alice Chenoweth Day), 1853-1925",,"Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","Helen Hamilton Gardener was the pen name of Alice Chenowith Day, a vice-president of NAWSA and the first woman appointed to the U.S. Civil Servive Commission. In ""Sex in Brain,"" she challenged previously held notions that women were intellectually inferior to men on the basis of brain physiology. This memorial service includes eulogies by Carrie Chapman Catt, Maud Wood Park, and her colleagues at the Civil Service Commission.",1925]|1925,biography,,"Gardener, Helen H. (Helen Hamilton) 1853-1925",,,,,text,"dcu|Washington, D.C",s.n.,print,31 p. : 1 port. ; 21 cm.,"general: LC copy has bookplate: library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838337/,http://cdn.loc.gov/service/rbc/rbnawsa/n8337/001.gif
LoC,93838428/,Life's story,,"Butin, Mary E. Ryerson.|National American Woman Suffrage Association Collection (Library of Congress)","Butin was a physician, and the first woman to become a member of both the Nebraska State and Fresno County (California) Medical societies. She financed the first suffrage campaign for women in California's San Joaquin Valley. Her autobiography provides a fascinating picture of rural/frontier medicine in the late nineteenth and early twentieth centuries.",1930,biography,Women physicians,"Butin, Mary E. Ryerson",Nebraska,,,,text,xxu,,print,"19 leaves, [3] leaves of plates : 3 ports. ; 29 cm.","statement of responsibility: Mary E. Ryerson Butin.|general: Typescript.|general: On t.p.: Madera, California, 1930.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838428/,http://cdn.loc.gov/service/rbc/rbnawsa/n8428/001.gif
LoC,93838334/,Woman and the republic: a survey of the woman-suffrage movement in the United States and a discussion of the claims and arguments of its foremost advocates,,"Johnson, Helen Kendrick 1844-1917|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","This book, originally published in 1897, argues against woman suffrage as being antithetical to both democracy and progress. The author maintains that women can progress only in relation to the general progress of humanity. This book was intended to be an answer to the arguments made in the multivolume, ""History of Woman Suffrage,"" published in 1881-1885.",1913,,"Women|Suffrage|Women|Legal status, laws, etc",,United States|United States,,,,text,nyu|New York,Published by The Guidon Club (opposed to woman suffrage),print,"368, [2] p. ; 19 cm.","statement of responsibility: by Helen Kendrick Johnson.|general: Includes index.|general: LC copy has bookplate: library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838334/,http://cdn.loc.gov/service/rbc/rbnawsa/n8334/001.gif
LoC,08004960/,"Debate on woman suffrage in the Senate of the United States, 2d session, 49th Congress, December 8, 1886, and January 25, 1887",,"United States Congress Senate. (49th, 2nd session : 1886-1887).|Blair, Henry W. (Henry William) 1834-1920|Brown, Joseph E. (Joseph Emerson) 1821-1894|Dolph, Joseph N. (Joseph Norton) 1835-1897|Vest, George Graham 1830-1904|Hoar, George Frisbie 1826-1904|Shaw, Anna Howard 1847-1919|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",,1887,government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,[Government Printing Office],print,87 p. ; 23 cm.,"statement of responsibility: by Senators H.W. Blair, J.E. Brown, J.N. Dolph, G.G. Vest, and Geo. F. Hoar.|additional physical form: Also available in digital form on the Library of Congress Web site.",https://www.loc.gov/item/08004960/,http://cdn.loc.gov/service/rbc/rbnawsa/n4960/001.gif
LoC,07039903/,"Hearing of the National American Woman Suffrage Association, Committee on the Judiciary, House of Representatives, Washington, D.C., January 28, 1896",,"United States Congress. House. Committee on the Judiciary.|Shaw, Anna Howard 1847-1919|National American Woman Suffrage Association|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)","This pamphlet contains speeches by Susan B. Anthony, Charlotte Perkins Stetson [Gilman], Henry Blackwell, and others.",1896,government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office,print,21 p. ; 23 cm.,additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/07039903/,http://cdn.loc.gov/service/rbc/rbnawsa/n9903/001.gif
LoC,07039904/,"Hearing on House Joint Resolution 68: providing as follows, ""Section I. The right of citizens of the United States to vote shall not be denied or abridged by the United States or any state on account of sex."" ""Section 2. The Congress shall have power, by appropriate legislation, to enforce the provisions of this article.""",,"United States Congress. House. Committee on the Judiciary.|Shaw, Anna Howard 1847-1919|United States Congress House. (55th, 2nd session : 1897-1898).|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",,1898]|1898,government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office,print,20 p. ; 23 cm.,"general: At head of title: ""House of Representatives, before the Committee on the Judiciary, February 15, 1898.""|additional physical form: Also available in digital form on the Library of Congress Web site.",https://www.loc.gov/item/07039904/,http://cdn.loc.gov/service/rbc/rbnawsa/n9904/001.gif
LoC,07039905/,"Report of hearing before the Committee on Woman Suffrage. February 15, 1898",,"United States Congress. Senate. Committee on Woman Suffrage.|Shaw, Anna Howard 1847-1919|United States Congress Senate. (55th, 2nd session : 1897-1898).|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",,1898,government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office,print,24 p. ; 23 cm.,additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/07039905/,http://cdn.loc.gov/service/rbc/rbnawsa/n9905/001.gif
LoC,27006874/,Woman suffrage and politics: the inner story of the suffrage movement,,"Catt, Carrie Chapman 1859-1947|Shuler, Nettie Rogers 1865-1939|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)",This book addresses the question of why women in twenty-six other countries received the right to vote before American women were enfranchised. The authors blame the liquor lobby for the delay.,1926,,Women|Suffrage,,United States,,,,text,nyu|New York,Charles Scribner's Sons,print,"xii, 504 p. ; 21 cm.",statement of responsibility: by Carrie Chapman Catt and Nettie Rogers Shuler.|general: First published 1923.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/27006874/,http://cdn.loc.gov/service/rbc/rbnawsa/n6874/001.gif
LoC,03026134/,"A history of the national woman's rights movement, for twenty years: with the proceedings of the decade meeting held at Apollo Hall, October 20, 1870, from 1850 to 1870 ; with an appendix containing the history of the movement during the winter of 1871, in the national capitol",,"Davis, Paulina W. (Paulina Wright) 1813-1876|Woodhull, Victoria C. (Victoria Claflin) 1838-1927|Woodhull, Victoria C. (Victoria Claflin) 1838-1927|Stone, Lucy 1818-1893|Susan B. Anthony Collection (Library of Congress)|National American Woman Suffrage Association Collection (Library of Congress)","This pamphlet includes speeches by Matilda Joselyn Gage and Elizabeth Cady Stanton, and an appendix including information on actions taken since the convention, including the memorial of Victoria Woodhull to Congress, 19 December 1870, and her ""Great Secession"" speech before the NAWSA at Apollo Hall, May 11, 1871.",1871,,Women|Suffrage,,United States,,,,text,nyu|New York,Journeymen Printers' Co-operative Association,microfilm,"119, [5], 28 p. ; 24 cm.","statement of responsibility: compiled by Paulina W. Davis.|general: ""The new rebellion : the great secession speech of Victoria C. Woodhull before the National Woman's Suffrage Convention, at Apollo Hall, May 11,1871."" -- p. 112-119.|general: ""A new political party and a new party platform,"" a plaform of principles of a just government signed by Victoria C. Woodhull and read by her at the request of Mrs. Lucretia Mott during the Suffrage Convention held in Apollo Hall, May 11 and 12, 1871.--p. [40F]-40J.|general: ""A lecture on constitutional equality ... by Victoria C. Woodhull. New York, 1871"": 28 p. at end.|additional physical form: Also available in digital form on the Library of Congress Web site, and on microfilm (Microfilm 61894 JK).",https://www.loc.gov/item/03026134/,http://cdn.loc.gov/service/rbc/rbnawsa/n6134/001.gif
LoC,11025977/,"Acquaintances, old and new, among reformers",,"Brown, Olympia 1835-1926|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)",An autobiographical account of Olympia Brown's work in the early women's rights movement. It is well-written and easy to read. Its treatment of the events surrounding the early suffrage campaign is a bit superficial but it might provide a good overview for high school students.,1911,biography,Women|Suffrage|Social reformers,"Brown, Olympia 1835-1926",United States|United States,,,,text,wiu|Milwaukee,S. E. Tate Printing Co.],print,"115 p., [8] leaves of plates : ports. ; 20 cm.",statement of responsibility: by Olympia Brown.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/11025977/,http://cdn.loc.gov/service/rbc/rbnawsa/n5977/001.gif
LoC,30004830/,"The record of the Leslie Woman Suffrage Commission, Inc., 1917-1929","Leslie Woman Suffrage Commission, a complete record, 1917-1929|Complete record","Young, Rose E. (Rose Emmet) 1869-1941|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","This is a fascinating account of Miriam Florence Follin Leslie, the wife of Frank Leslie of ""Leslie""s Illustrated Newspaper."" When Frank Leslie died in 1880, Florence legally changed her name to ""Frank Leslie"" and continued publishing the paper. When Mrs. Frank died in 1914, she willed $2,000,000 of her estate to Carrie Chapman Catt to be used for the women suffrage campaign. Only $977,000 of that money ever came into Catt's hands. This book by the Leslie Woman Suffrage Commission, which was organized by Catt in 1917, is an account of Mrs. Frank Leslie's life and work and where the rest of the money went.",1929,biography,,"Mrs Leslie, Frank 1836-1914|Leslie Woman Suffrage Commission.",,,,,text,nyu|New York,"The Leslie Woman Suffrage Commission, Inc.",print,94 p. : 2 port. (incl. front.) ; 20 cm.,statement of responsibility: by Rose Young.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/30004830/,http://cdn.loc.gov/service/rbc/rbnawsa/n4830/001.gif
LoC,09028337/,"Constitutional equality, a right of woman ; or, A consideration of the various relations which she sustains as a necessary part of the body of society and humanity: with her duties to herself ; together with a review of the Constitution of the United States, showing that the rights to vote is guaranteed to all citizens ; also a review of the rights of children","Constitutional equality, a right of woman|Consideration of the various relations which she sustains as a necessary part of the body of society and humanity","Cook, Tennessee Claflin Lady 1845-1923|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)",Written by one of the more radical women's rights activists of the nineteenth century and covers a wide range of topics concerning the role of women in American society. It also includes a chapter on the rights of children that focuses on the question of prenatal care.,1871,,Women's rights|Women|Suffrage|Women|Social and moral questions,,United States|United States,,,,text,nyu|New York,"Woodhull, Claflin & Co.",print,"3 p.l., 148 p. : front. (port.) ; 24 cm.",statement of responsibility: by Tennie C. Claflin.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/09028337/,http://cdn.loc.gov/service/rbc/rbnawsa/n2833/001.gif
LoC,26021569/,"A lecture on constitutional equality: delivered at Lincoln Hall, Washington, D.C., Thursday, February 16, 1871",,"Woodhull, Victoria C. (Victoria Claflin) 1838-1927|Stone, Lucy 1818-1893|Lincoln Music Hall (Washington, D.C.)|National American Woman Suffrage Association Collection (Library of Congress)",This pamphlet is a continuation of Woodhull's argument on the constitutional enfranchisement of women.,1871,,Women|Suffrage,,United States,,,,text,nyu|New York,Journeymen Printers' Co-operative Association,print,"1 p.l., 4-33 p. ; 23 cm.",statement of responsibility: by Victoria C. Woodhull.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/26021569/,http://cdn.loc.gov/service/rbc/rbnawsa/n1569/001.gif
LoC,17024862/,"""The Blue book"": woman suffrage, history, arguments and results","Woman suffrage, history, arguments and results","Maule, Frances 1879-1966|Porritt, Annie G. (Annie Gertrude) 1861-1932|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)",,1917,,Women|Suffrage|Women|Suffrage|History,,United States,,,,text,nyu|New York,"National Woman Suffrage Publishing Co., Inc.",print,244 p. ; 16 cm.,statement of responsibility: edited by Frances M. Björkman and Annie G. Porritt.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/17024862/,http://cdn.loc.gov/service/rbc/rbnawsa/n4862/001.gif
LoC,07033363/,"Argument before the Judiciary Committee of the House of Representatives upon the petition of 600 citizens asking for the enfranchisement of the women of the District of Columbia, Jan. 21, 1874",,"Miller, Francis.|Shaw, Anna Howard 1847-1919|United States Congress. House. Committee on the Judiciary.|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",,1874,,Women|Suffrage,,United States,,,,text,"dcu|Washington, D.C","Gibson Brothers, Printers",print,8 p. ; 23 cm.,"statement of responsibility: by Francis Miller, esq., associate counsel with Hon. A.G. Riddle in the case of Sara J. Spencer vs. The Board of Registration, and Mary Webster vs. The Judges of Election, now pending in the Supreme Court of the United States.|additional physical form: Also available in digital form on the Library of Congress Web site.",https://www.loc.gov/item/07033363/,http://cdn.loc.gov/service/rbc/rbnawsa/n3363/001.gif
LoC,ca10003452/,"The Constitution, a title-deed to woman's franchise: a letter to Charles Sumner",,"Tilton, Theodore 1835-1907|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)",This letter to Charles Sumner requests that he use his influence to urge the passage of legislation which would force New York to permit women to vote as guaranteed them by the Fourteenth and Fifteenth Amendments.,1871,,Women|Suffrage,,New York (State),,,,text,nyu|New York,Published at the Office of the Golden Age,print,17 p. ; 17 cm.,statement of responsibility: by Theodore Tilton ...|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/ca10003452/,http://cdn.loc.gov/service/rbc/rbnawsa/n3452/001.gif
